ticker,metric
MCK,0.039757428
ARC,0.039613357
KMB,0.039578713
DGX,0.039508379
ADT,0.038924744
ALGT,0.038851428
THFF,0.038795518
PTGX,0.038756763
SJM,0.038656779
HWKN,0.038446665
NCMI,0.038240221
DENN,0.038221167
IMKTA,0.038120201
AVA,0.038053678
ARMK,0.038043704
NOC,0.037899321
HSIC,0.037888468
CCF,0.037811468
DIS,0.037602765
ASPN,0.037552752
XNCR,0.037489698
PSDO,0.037313129
PNM,0.037069308
SABR,0.03703419
AMH,0.037009869
BDC,0.03678731
JBLU,0.0367585
WH,0.036710091
VVI,0.036383626
CVG,0.036265479
HTH,0.036261712
WSM,0.036245205
LLY,0.036115716
BRC,0.035877378
ZGCO,0.035805392
BCOV,0.035782799
DERM,0.035729016
NFBK,0.035716286
TSS,0.035703139
TLF,0.035431422
AMBK,0.035292269
AGO,0.035238695
MASI,0.034917853
IART,0.034911321
TGT,0.034765715
SAFM,0.034561348
REXR,0.034505857
GEN,0.034379193
PBHC,0.034370009
MSI,0.034349974
PZZA,0.034019115
KBAL,0.033825283
AIR,0.033502672
EEFT,0.033480553
FCNCA,0.033436353
NAVI,0.033404902
FIZZ,0.033013315
MSTR,0.032921987
COWN,0.032912269
NVEE,0.032787511
NCR,0.032744258
SBGI,0.032719619
MOBL,0.032611005
CVCY,0.032589973
VSEC,0.032116328
SGMA,0.031927738
TMUS,0.031908232
ATNI,0.031807009
EXTR,0.031742029
BLDR,0.031399722
NS,0.031386148
PSB,0.031338541
CSLT,0.031082518
PEBO,0.0310685
LAWS,0.031060097
CBOE,0.031033849
AAN,0.030804765
NATH,0.030803906
ICCH,0.030718867
IESC,0.030306721
LAD,0.030138456
AMT,0.030127926
MANT,0.030030261
INVH,0.030020771
AFG,0.029961348
JNJ,0.029883982
CNOB,0.02980765
KEYS,0.029793001
DHI,0.029772799
TPX,0.029772475
MYGN,0.029186639
JBL,0.029157434
OGE,0.028881783
OII,0.02888024
MANH,0.028867682
CLCN,0.028693056
SPKE,0.028673513
EGOV,0.028672868
ALIM,0.02867147
UFPI,0.028587601
ASTV,0.02848338
SXT,0.028464326
LKQ,0.028428859
POWI,0.028225943
PSA,0.028133323
FSLR,0.028075972
AAPL,0.027826222
BFAM,0.027446312
ETR,0.027342597
AEGN,0.027206079
MCS,0.027008934
FLS,0.026954377
AEP,0.026904179
ESS,0.026849428
PEP,0.02682538
CSGP,0.026792843
ATO,0.026728571
SANM,0.026719531
INCY,0.026624069
PKBK,0.026619214
DVLN,0.026532734
AGCO,0.026331605
THC,0.026329297
FPCG,0.026157264
MPAD,0.026081487
XEL,0.026004448
CRAY,0.025845997
CNSL,0.02583436
TDY,0.025770331
SFLY,0.025758497
INO,0.025732376
RH,0.02565885
GWRE,0.025546839
DJCO,0.025539068
CULP,0.025336805
ORCL,0.025208823
VPG,0.025177248
JBSS,0.02513559
CZWI,0.025010553
PLD,0.024916528
NNBR,0.024791342
ZBRA,0.024606624
MKL,0.024581021
AXE,0.024578881
MXL,0.024508743
RMD,0.024496473
K,0.024343735
EXPE,0.024279218
KMI,0.024231471
PRIM,0.024130246
SSYS,0.024025116
MJCO,0.023788868
UPS,0.023482523
CSII,0.023475366
JKHY,0.02343551
GIFOF,0.02343227
CFFN,0.023373477
ADTN,0.023315279
NX,0.023181903
SRCL,0.02313611
SJI,0.023090625
SHW,0.023060469
HNFSA,0.02305161
CMTL,0.023027017
PKG,0.022928271
PDCO,0.022903989
SRT,0.022876667
DISCA,0.022827859
LDOS,0.022803581
EQR,0.022780047
TNC,0.022621552
CMCSA,0.022384421
HFBK,0.022336799
AVB,0.022303974
SCL,0.022169648
FLXN,0.022155779
ECL,0.022130934
ADSW,0.022080273
D,0.022040321
WRI,0.021894095
SBAC,0.021880768
CG,0.021863016
WAFD,0.021762931
BRKS,0.02171035
SATS,0.021686538
RSG,0.021545665
CY,0.021465415
FND,0.021378887
KSU,0.021366323
ITI,0.021325297
CBB,0.021255916
CBS,0.021179153
JYNT,0.021137201
PRFT,0.021112209
B,0.021023233
LNT,0.020944345
UFPT,0.020847391
T,0.020667742
LCTC,0.020611259
WING,0.020456018
ARNC,0.020449427
AROC,0.020403155
CAH,0.020358344
SUN,0.019791829
CHCI,0.019781998
CLW,0.019747576
ZTS,0.019614632
SAH,0.019582483
TGI,0.019533864
PLPC,0.01953379
USCR,0.019358261
INWK,0.019324395
IR,0.019275375
SWX,0.019268632
EFBI,0.019170803
DUK,0.01916481
HHC,0.019146421
PLT,0.01913147
ZBH,0.018989641
HBMD,0.018887858
MTZ,0.018793266
SALM,0.01875236
LWAY,0.01871851
NEE,0.018593302
HSKA,0.01859122
ATEN,0.018555591
LTRX,0.018495792
L,0.018492117
JACK,0.018478345
MTSC,0.018417361
LHCG,0.018391833
MRCY,0.018323697
CSV,0.018206618
COUP,0.018133374
UE,0.018090843
HMN,0.017996575
TWX,0.017977301
DDS,0.017955602
ALB,0.017897181
MLM,0.017760403
ELGX,0.017732238
HELE,0.017708567
FUNC,0.017703108
CTL,0.017601706
TRV,0.017579465
CBSH,0.017562067
EXLS,0.017395053
SCI,0.017342264
TTS,0.017254912
GLP,0.017213649
ELY,0.017193708
WOR,0.017103076
USB,0.017082946
OMI,0.017068194
NRIM,0.01695958
CSU,0.016823082
STRM,0.016689624
ALRS,0.016549664
KRC,0.016456588
BAH,0.01633868
EME,0.016320805
AJRD,0.016276381
ECPG,0.016215318
OLBK,0.01615175
ALG,0.01614538
HRB,0.016138828
NCI,0.016114872
RNGR,0.016006434
MATW,0.016003307
ILG,0.015980339
CTAS,0.015822233
WCG,0.015669745
NSIT,0.015606914
WWD,0.015439768
LMT,0.015439181
CCLP,0.015428201
COHR,0.015388961
GABC,0.015339284
NHC,0.015317757
SIGI,0.015155301
ARDX,0.015026505
ACN,0.014987832
FMC,0.014961513
CCI,0.014762866
EMMS,0.014757777
GTPS,0.014712164
HR,0.014355842
LC,0.014339418
PFG,0.014306002
OAK,0.014305865
AWK,0.014294127
SITE,0.014272373
SCS,0.014263387
BRID,0.014231008
GSBC,0.014210213
CRVL,0.013958385
RBC,0.013924146
MDLZ,0.013923252
WINA,0.013845794
LYTS,0.013473536
AERO,0.013465541
SGC,0.013396136
PEGA,0.013358752
CTB,0.013259994
RRGB,0.013259502
TSN,0.013249285
GPK,0.013239831
CMTV,0.013174894
TTC,0.013121936
AMIN,0.012992003
TG,0.012900722
AMBA,0.012828706
ALL,0.012828488
ELS,0.012776056
HUBG,0.012726175
JAKK,0.0127219
HTGC,0.012709978
TESS,0.012592989
TTEC,0.012543796
XRX,0.012502994
APO,0.012363599
LARK,0.012306063
DAR,0.012296964
AYI,0.012227334
TRGP,0.012177743
RWT,0.012157981
CSFL,0.012033804
BMRC,0.012027376
BMY,0.011954908
DAL,0.011944903
TJX,0.011940656
ICE,0.011935538
CL,0.01191638
NWL,0.01188617
BOH,0.011757372
HBCP,0.011728083
FE,0.011723766
REGN,0.011588539
VNDA,0.011456687
VRAY,0.011394505
PPL,0.01124033
CIA,0.01121826
BC,0.011189673
SNBR,0.011044149
MPWR,0.011008987
PROV,0.010979449
WEN,0.010977269
CELP,0.010973527
BBBK,0.010956843
V,0.01095579
YUM,0.010952119
HOLX,0.010817708
TER,0.010793004
TMHC,0.010787235
ELMD,0.010604579
LBY,0.010495538
DTE,0.010452175
FBHS,0.010428701
HVT,0.010372338
SSBI,0.010227292
HBNC,0.010033372
NBCT,0.009968747
DOV,0.009968719
POR,0.009908747
MBII,0.009786057
BSX,0.00977126
CCOI,0.009716388
CLX,0.009506316
FISV,0.009476231
ABC,0.009410658
ICFI,0.009408934
SWKS,0.009327151
WM,0.009185477
AEE,0.009108582
DOOR,0.009095247
GILD,0.009092879
NEWT,0.009061332
KVHI,0.008851131
EL,0.008832373
RLI,0.008816829
TECD,0.008759593
MET,0.008751171
ETM,0.008724626
RUN,0.008671354
AGR,0.008668834
QSR,0.008622757
SYBT,0.008508743
INSG,0.008401272
EXR,0.008374757
HY,0.008358317
DOW,0.008341199
MG,0.008225902
CHGG,0.008143115
KLAC,0.007898357
ABMD,0.007871597
ATU,0.007779315
WU,0.007732185
LSI,0.007617006
CASS,0.007596474
FCBC,0.007529089
KNL,0.007524669
KEX,0.007522966
NWLI,0.00744111
MCD,0.007428667
PM,0.007367787
NEU,0.007202911
FLWS,0.007055925
ETH,0.007051706
SPWH,0.006962364
NEM,0.006952066
EVBN,0.006783812
CUBI,0.006776807
EW,0.006758047
WVVI,0.006733426
IMAX,0.006732494
GHC,0.006731639
COHN,0.00673107
ISBA,0.006714718
SEB,0.006696321
AEIS,0.006654295
HGV,0.006557075
SASR,0.006508797
LDHL,0.006310163
PLOW,0.006274857
AMRS,0.006005046
PZN,0.005979218
AWI,0.005964554
RRC,0.005942261
SEBC,0.00593954
MACE,0.005913386
SRNA,0.005892694
UTL,0.005869559
MWA,0.005728524
BAX,0.005725713
FHB,0.005598677
LCNB,0.005560449
FCN,0.005513158
MSFT,0.005485472
AVX,0.005373058
KPTI,0.005292701
BHB,0.005289101
MEDP,0.00507801
SNPS,0.00499376
APH,0.004967283
GBL,0.004942495
FIX,0.00479838
TMO,0.004775122
NDAQ,0.00477436
TSBK,0.004758359
EMKR,0.004652711
NWSA,0.004502482
BRKL,0.004438044
OMCL,0.004434497
ETN,0.004414858
PCAR,0.004383289
SLAB,0.004379079
FWRD,0.004358049
AXP,0.004324742
NP,0.004307753
HSC,0.004197294
DCI,0.004193817
LNN,0.004115345
CNMD,0.003922714
MRC,0.003859602
NNI,0.003843199
IFNY,0.003792479
MINI,0.003676258
SAM,0.003643089
NANO,0.003524654
UNVR,0.0034805
PRK,0.00347071
HLIT,0.003398425
BPOP,0.003365902
COKE,0.003354342
FNSR,0.00330024
BXP,0.003186953
CBU,0.003055119
ROG,0.002938958
SCOO,0.002932866
GIB,0.002931867
AHC,0.002912325
EIGI,0.002884655
EBTC,0.002819784
FMCB,0.002721087
RILY,0.002688159
CRLKP,0.002658848
BANF,0.002636888
ALLY,0.002616758
COTV,0.002546436
ADBE,0.002417078
FTV,0.002389292
PH,0.002383361
ENS,0.002346751
ENBL,0.002320037
WST,0.002297586
MOFG,0.002297034
MSEX,0.002293618
SYK,0.002219159
LL,0.002163146
MPB,0.002088621
PGR,0.002069407
VRSN,0.001976985
DLX,0.001962673
GATX,0.001957837
AMZN,0.001928363
ALE,0.001870233
NBTB,0.001851535
OUT,0.001726816
VRSK,0.001689593
CMI,0.001626061
LECO,0.001623545
AAL,0.001540265
FFIN,0.001502296
PRI,0.001430882
TFX,0.001413775
CNBKA,0.00138824
AME,0.001375897
LTXB,0.001280954
SONC,0.001266729
GLW,0.001227172
AMED,0.001160872
AMP,0.001144377
PHM,0.001077235
CXW,0.001045117
IBM,0.001018177
DPSGY,0.000997035
ANTM,0.000910208
AB,0.000844416
HIW,0.000819225
SYMC,0.000799903
NK,0.000750303
SBNY,0.000709252
AMPH,0.000572831
XYL,0.000555731
STI,0.000507002
ZNGA,0.000476432
LYV,0.000407581
LMAT,0.000372449
SC,0.000347607
CDNS,0.000286586
CTSH,0.000253358
HII,0.000250913
RDNT,0.00024177
HOG,0.000168435
DAKT,0.000154008
BRKR,9.73E-05
LEG,-5.27E-05
CBRL,-7.09E-05
HLX,-8.12E-05
IBKC,-9.96E-05
KBR,-0.000109151
BANC,-0.000185122
SNA,-0.000221966
SOBS,-0.000224757
DG,-0.000237258
CHSCP,-0.000278046
IBOC,-0.000391584
PPG,-0.000430383
CWST,-0.000486865
HON,-0.000511806
ACCO,-0.00057052
WTS,-0.000657076
ROLL,-0.000911892
MDRX,-0.000949385
BERK,-0.001110769
CWBC,-0.001126109
HCKT,-0.001128288
OGS,-0.001252542
WDC,-0.001256904
VIVO,-0.00128292
WLTW,-0.001315394
LOW,-0.001373811
ILMN,-0.001395533
WMB,-0.001410737
MMC,-0.001434683
JAX,-0.001544406
FORM,-0.001646156
FNWB,-0.001720738
CAC,-0.001772861
ITIC,-0.00184496
C,-0.001865358
ISBC,-0.001912164
ABT,-0.001951107
MMS,-0.002013965
HXL,-0.00202071
CLVS,-0.002208043
CFOK,-0.002247174
AMNB,-0.002325727
WABC,-0.002368022
DFS,-0.002443297
VNO,-0.002468282
ROL,-0.002487032
TIVO,-0.002488034
GES,-0.002522542
TRMK,-0.002567666
ANSS,-0.002608392
NEOG,-0.002740189
CNO,-0.002748793
STZ,-0.002754403
TLRA,-0.002760933
HUM,-0.002836674
BH,-0.002851997
WLDN,-0.002854962
FULT,-0.002858061
KTYB,-0.002881217
RTN,-0.002933348
TXT,-0.002991813
SYY,-0.003003144
PEBK,-0.003042371
PRU,-0.003058879
AFL,-0.003065506
ZIXI,-0.003078036
SPOK,-0.003143566
ROFO,-0.003198839
ORA,-0.003213874
MTD,-0.00322826
SBH,-0.003285135
MGM,-0.003286431
GEO,-0.003342292
GS,-0.003360522
FUL,-0.003574259
CE,-0.00359639
CALB,-0.003753342
LUV,-0.003756442
GRMN,-0.003764083
MA,-0.003778744
IT,-0.004166788
RXN,-0.004181034
GWR,-0.004259361
WNRP,-0.00431557
DNKN,-0.004337879
JPM,-0.004510951
BWXT,-0.00466683
YELP,-0.004697478
SRCE,-0.004752473
GRRB,-0.004782189
EBF,-0.004833556
RMCF,-0.004852866
ADP,-0.004924612
PSX,-0.00493167
ABG,-0.005052908
ZEN,-0.005072402
AKR,-0.005189567
BBSI,-0.005219186
CUZ,-0.005255014
PENN,-0.005276969
HBP,-0.005297205
AMWD,-0.005298171
ABCB,-0.005298915
RBBN,-0.005333554
VMC,-0.005356564
NATI,-0.005403818
MSA,-0.005427221
KISB,-0.00549672
AES,-0.0055716
WYY,-0.005669701
CMLS,-0.005720643
HD,-0.005864051
TEN,-0.006049626
NPK,-0.006138752
DYNE,-0.006139141
GBLI,-0.006174418
MDP,-0.006183157
SIGM,-0.006219072
BHGE,-0.006228728
BOKF,-0.006395045
AZZ,-0.006425812
BY,-0.00644326
CI,-0.006479702
TREE,-0.006512136
CZNC,-0.006651412
SWK,-0.006652257
RTIX,-0.006697755
HALO,-0.006707381
CVI,-0.006731621
LUVU,-0.006752537
CCBG,-0.006825882
CSX,-0.006837153
FGBI,-0.006906884
QRVO,-0.006951831
FIBK,-0.006958798
CTWS,-0.006971735
STBA,-0.007027197
AVT,-0.007042627
DNOW,-0.007086075
LBAI,-0.007202656
CARO,-0.007218373
FVE,-0.00729609
SFBS,-0.007307752
FRT,-0.007382093
SHLO,-0.007397523
WD,-0.007423288
BSPA,-0.007581618
ENTG,-0.007639474
PGC,-0.007685522
PNC,-0.007706765
PKI,-0.007716399
AMGN,-0.007721538
PLUS,-0.007725526
SBUX,-0.007754772
PX,-0.007884207
ES,-0.00788423
MCHP,-0.007897093
FMBH,-0.00791462
ONB,-0.007943713
AZPN,-0.00797558
DCP,-0.007976547
CCL,-0.008013949
SEE,-0.008045432
BLKB,-0.008070778
FRME,-0.008085866
KE,-0.008101423
WRLD,-0.008123422
HSTM,-0.008135557
BHRB,-0.008152258
TECH,-0.008183692
HWBK,-0.008220237
NTRS,-0.008230874
CMP,-0.008405784
CTBI,-0.008524755
OKE,-0.008561585
ABM,-0.008566406
JNPR,-0.008672558
REG,-0.008709805
HMST,-0.008746797
KBH,-0.008785552
EXPO,-0.008832091
WFC,-0.008853204
PFE,-0.008904325
MYOK,-0.00892341
IRM,-0.008941181
VCRA,-0.009082566
RGR,-0.00910937
CIEN,-0.009168217
FFMH,-0.00928655
MAT,-0.009298789
CHD,-0.009316492
THG,-0.009372856
KIM,-0.009433831
ANET,-0.009546958
WAIR,-0.009608921
AGYS,-0.009715415
HFWA,-0.009717164
ADMS,-0.009762336
MTRN,-0.009854441
BGS,-0.009861764
PFGC,-0.009922474
AQUA,-0.010020774
FNF,-0.010104055
NFG,-0.010113588
BSQR,-0.010130071
UIS,-0.010131728
ODC,-0.010164715
CDK,-0.010175887
SCSC,-0.010180475
SON,-0.010252088
FMNB,-0.01035298
JOE,-0.010547984
CMCO,-0.010563932
AVY,-0.010676724
SMID,-0.010720185
DHR,-0.01073737
CVX,-0.010903799
DECK,-0.01090522
CHRW,-0.010951249
PEN,-0.011001339
BPFH,-0.01100361
LGIH,-0.011051655
RF,-0.011074028
FB,-0.011118472
NDSN,-0.011249213
TACO,-0.011291421
KN,-0.011303621
XLNX,-0.01136403
HAE,-0.011431169
CIVB,-0.011432124
PRAH,-0.01150141
NI,-0.011606349
SLB,-0.011717897
GWB,-0.011789313
LM,-0.011816026
COLB,-0.011860091
HPQ,-0.011922922
FMBM,-0.012081252
MO,-0.012118275
ARAY,-0.012172651
ESBK,-0.012184233
PRA,-0.012213554
WEC,-0.012261529
HCI,-0.012458473
DIT,-0.012460659
SPXC,-0.012489935
MHGU,-0.012636584
FAST,-0.012653843
ADI,-0.012660821
PK,-0.012707402
VRTX,-0.012775203
PNFP,-0.012783534
CMC,-0.012811274
A,-0.012812414
BUSE,-0.012821798
AAON,-0.012823421
BSHI,-0.012853394
MCBC,-0.012932747
NKE,-0.013044267
NEOS,-0.013058381
CHH,-0.013076402
ITNM,-0.013091401
CEVA,-0.013206627
WHR,-0.013283039
EGHT,-0.013303572
WLK,-0.013308936
ADM,-0.013352263
LSTR,-0.01341642
FNB,-0.013457272
FBNC,-0.013462124
FLXS,-0.013492748
IVAC,-0.013502188
CWH,-0.013517172
MMM,-0.013684552
TVTY,-0.013756589
MHK,-0.013790678
GEF,-0.013922828
BHWB,-0.013967692
NBN,-0.014045859
MATX,-0.014060778
SPGI,-0.014178219
FTNT,-0.014204972
HPP,-0.014278725
TEL,-0.014367166
FBC,-0.014644672
IEX,-0.014674139
IP,-0.014713549
BGCP,-0.014723263
AYX,-0.014860685
ROST,-0.014967323
PLXS,-0.015024422
MIK,-0.015040955
HI,-0.015053895
IONS,-0.015150814
SCHL,-0.015193928
IVZ,-0.015206601
AIT,-0.015255924
FLIR,-0.015275563
LW,-0.015323882
PJC,-0.015328299
OCFC,-0.01557965
SEMG,-0.015583285
ORLY,-0.015691702
WY,-0.015708343
EWBC,-0.015725886
CR,-0.0157602
FCCO,-0.015790505
MSBI,-0.015816143
CBZ,-0.015839094
DRI,-0.015871822
ACIW,-0.015967932
INDB,-0.016034665
TKR,-0.016068584
BBT,-0.016133638
UMBF,-0.016169491
MAN,-0.016187862
HES,-0.016342783
DVA,-0.016356264
UTX,-0.016423384
INTU,-0.016438413
CNP,-0.016466589
HCA,-0.016620023
PPBI,-0.016652887
PBCT,-0.016658138
DPZ,-0.016755639
RBCAA,-0.016791938
PB,-0.016897838
WCN,-0.016936189
JCOM,-0.017135716
WTFC,-0.017190742
BCPC,-0.017204693
HFC,-0.017210217
AOS,-0.017364749
DFIN,-0.017405476
RP,-0.017419076
TMP,-0.017447734
TROW,-0.017462202
MS,-0.017567737
BJRI,-0.017628972
UNP,-0.017652555
FMBI,-0.017719215
VZ,-0.017756232
PAG,-0.017788447
COF,-0.017790899
NSC,-0.01784348
ROKU,-0.017917107
HNI,-0.017967352
EPAY,-0.018034398
F,-0.01816375
ENV,-0.018421524
VSAT,-0.018570827
WEBK,-0.018627386
CHDN,-0.018658157
CPRT,-0.018717581
PVBC,-0.018731851
SIG,-0.018808171
APPN,-0.018983823
FDS,-0.019015476
CBPX,-0.019208092
NYT,-0.019220938
BCEI,-0.019266819
ENR,-0.019332387
HDP,-0.019332637
DORM,-0.019357671
BIG,-0.019664584
HLT,-0.01973273
KMPR,-0.019812496
AERI,-0.019827236
WBT,-0.019907894
NBIX,-0.01993971
EEX,-0.019978032
AKBA,-0.02000098
BHE,-0.020154827
XRAY,-0.020174437
BKEP,-0.020211128
QADA,-0.02033257
BLK,-0.020395198
CVV,-0.020443145
PGNX,-0.020526681
FCF,-0.02056752
PKE,-0.020577458
ROK,-0.02061022
CLFD,-0.02061941
ALDR,-0.020682602
WNC,-0.020717551
CAKE,-0.020862158
DRAD,-0.020985446
RJF,-0.021132235
AAT,-0.021266778
KWR,-0.021278459
YOGA,-0.021301589
RMAX,-0.02132896
GOOGL,-0.021342361
OTTR,-0.021512211
FIEB,-0.021796698
CECO,-0.021835418
DGLY,-0.021857154
HTZ,-0.022092616
VRA,-0.022132989
RPD,-0.022146387
RNG,-0.02218642
DDD,-0.022245346
TDW,-0.022363134
NPO,-0.022524668
SMTC,-0.022578512
APPF,-0.02263361
MDB,-0.022742749
ATKR,-0.022885458
ASB,-0.022958855
CRY,-0.022969325
JWN,-0.023016758
INGR,-0.02307245
CUB,-0.023212833
TROX,-0.023216768
LPLA,-0.023220193
RCKY,-0.023234801
ONCE,-0.023300526
INTL,-0.023319523
EXAS,-0.023358666
ISCA,-0.023469027
MGLN,-0.023635679
MTB,-0.02375447
CHRS,-0.023903266
OSUR,-0.024219722
AMAT,-0.024220828
ALRM,-0.024248176
HCSG,-0.024297274
SPG,-0.024328116
BAC,-0.024431954
PFPT,-0.024458695
SPRT,-0.024523179
ARA,-0.02454587
XOM,-0.024560297
CSL,-0.02464665
MXIM,-0.024657673
RT,-0.024769908
FTR,-0.024869535
FOLD,-0.024955041
WRK,-0.02502242
LZB,-0.025025115
MAC,-0.025036403
CPSS,-0.025099223
ALXN,-0.025125766
SMRT,-0.025210675
ADSK,-0.025211713
FDX,-0.025368143
SKYW,-0.025381097
CZR,-0.025455548
VLO,-0.025544753
BIOS,-0.025557386
GDI,-0.025588289
PANW,-0.025636797
BFIN,-0.025765452
